,year,week,hometeam,awayteam,homescore,awayscore
36,2010,11,MIN,GNB,3,31
35,2010,11,KAN,ARI,31,13
34,2010,11,JAX,CLE,24,20
33,2010,11,DAL,DET,35,19
32,2010,11,CIN,BUF,31,49
39,2010,11,NYJ,HOU,30,27
61,2010,12,ARI,SFO,6,27
60,2010,12,WAS,MIN,13,17
58,2010,12,BAL,TAM,17,10
57,2010,12,OAK,MIA,17,33
56,2010,12,NYG,JAX,24,20
55,2010,12,HOU,TEN,20,0
59,2010,12,SEA,KAN,24,42
53,2010,12,IND,SDG,14,36
46,2010,12,DAL,NOR,27,30
54,2010,12,DEN,STL,33,36
48,2010,12,NYJ,CIN,26,10
47,2010,12,DET,NWE,24,45
50,2010,12,BUF,PIT,16,19
52,2010,12,CLE,CAR,24,23
51,2010,12,CHI,PHI,31,26
49,2010,12,ATL,GNB,20,17
75,2010,13,SEA,CAR,31,14
74,2010,13,SDG,OAK,13,28
73,2010,13,BAL,PIT,10,13
72,2010,13,TEN,JAX,6,17
71,2010,13,NYG,WAS,31,7
70,2010,13,MIN,BUF,38,14
69,2010,13,MIA,CLE,10,13
67,2010,13,GNB,SFO,34,16
65,2010,13,ARI,STL,6,19
64,2010,13,IND,DAL,35,38
63,2010,13,CIN,NOR,30,34
62,2010,13,PHI,HOU,34,24
76,2010,13,TAM,ATL,24,28
68,2010,13,KAN,DEN,10,6
66,2010,13,DET,CHI,20,24
77,2010,13,NWE,NYJ,45,3
79,2010,14,BUF,CLE,13,6
78,2010,14,TEN,IND,28,30
93,2010,14,MIN,NYG,3,21
92,2010,14,HOU,BAL,28,34
91,2010,14,WAS,TAM,16,17
90,2010,14,SFO,SEA,40,21
89,2010,14,SDG,KAN,31,0
88,2010,14,PIT,CIN,23,7
85,2010,14,JAX,OAK,38,31
86,2010,14,NOR,STL,31,13
84,2010,14,DET,GNB,7,3
83,2010,14,DAL,PHI,27,30
82,2010,14,ARI,DEN,43,13
81,2010,14,CHI,NWE,7,36
87,2010,14,NYJ,MIA,6,10
80,2010,14,CAR,ATL,10,31
109,2010,15,MIN,CHI,14,40
107,2010,15,SEA,ATL,18,34
106,2010,15,BAL,NOR,30,24
105,2010,15,STL,KAN,13,27
104,2010,15,OAK,DEN,39,23
102,2010,15,TEN,HOU,31,17
108,2010,15,TAM,DET,20,23
100,2010,15,NWE,GNB,31,27
101,2010,15,NYG,PHI,31,38
94,2010,15,SDG,SFO,34,7
95,2010,15,CAR,ARI,19,12
103,2010,15,PIT,NYJ,17,22
97,2010,15,IND,JAX,34,24
98,2010,15,DAL,WAS,33,30
99,2010,15,MIA,BUF,14,17
96,2010,15,CIN,CLE,19,17
125,2010,16,PHI,MIN,14,24
124,2010,16,ATL,NOR,14,17
123,2010,16,TAM,SEA,38,15
122,2010,16,STL,SFO,25,17
121,2010,16,OAK,IND,26,31
120,2010,16,MIA,DET,27,34
119,2010,16,KAN,TEN,34,14
117,2010,16,GNB,NYG,45,17
116,2010,16,DEN,HOU,24,23
114,2010,16,CIN,SDG,34,20
113,2010,16,CHI,NYJ,38,34
112,2010,16,BUF,NWE,3,34
111,2010,16,ARI,DAL,27,26
110,2010,16,PIT,CAR,27,3
118,2010,16,JAX,WAS,17,20
115,2010,16,CLE,BAL,10,20
129,2010,17,DEN,SDG,28,33
126,2010,17,ATL,CAR,31,10
141,2010,17,WAS,NYG,14,17
140,2010,17,SFO,ARI,38,7
139,2010,17,SEA,STL,16,6
138,2010,17,BAL,CIN,13,7
137,2010,17,PHI,DAL,13,14
136,2010,17,NYJ,BUF,38,7
135,2010,17,NWE,MIA,38,7
134,2010,17,NOR,TAM,13,23
133,2010,17,KAN,OAK,10,31
132,2010,17,HOU,JAX,34,17
131,2010,17,GNB,CHI,10,3
130,2010,17,DET,MIN,20,13
128,2010,17,IND,TEN,23,20
127,2010,17,CLE,PIT,9,41
