,year,week,hometeam,awayteam,homescore,awayscore
216,2015,7,CAR,PHI,27,16
215,2015,7,SFO,SEA,3,20
220,2015,7,KAN,PIT,23,13
242,2015,8,CAR,IND,29,26
241,2015,8,BAL,SDG,29,26
236,2015,8,KAN,DET,45,10
235,2015,8,HOU,TEN,20,6
234,2015,8,DEN,GNB,29,10
240,2015,8,STL,SFO,27,6
232,2015,8,CLE,ARI,20,34
233,2015,8,DAL,SEA,12,13
239,2015,8,OAK,NYJ,34,20
238,2015,8,PIT,CIN,10,16
237,2015,8,NOR,NYG,52,49
230,2015,8,ATL,TAM,20,23
231,2015,8,CHI,MIN,20,23
229,2015,8,NWE,MIA,36,7
243,2015,9,CIN,CLE,31,10
244,2015,9,BUF,MIA,33,17
245,2015,9,CAR,GNB,37,29
247,2015,9,DAL,PHI,27,33
248,2015,9,MIN,STL,21,18
249,2015,9,NOR,TEN,28,34
250,2015,9,NWE,WAS,27,10
251,2015,9,NYJ,JAX,28,23
252,2015,9,PIT,OAK,38,35
253,2015,9,SFO,ATL,17,16
246,2015,9,IND,DEN,27,24
255,2015,9,SDG,CHI,19,22
254,2015,9,TAM,NYG,18,32
29,2015,10,CIN,HOU,6,10
28,2015,10,WAS,NOR,47,14
27,2015,10,TAM,DAL,10,6
26,2015,10,SEA,ARI,32,39
24,2015,10,STL,CHI,13,37
23,2015,10,OAK,MIN,14,30
25,2015,10,BAL,JAX,20,22
21,2015,10,PHI,MIA,19,20
20,2015,10,TEN,CAR,10,27
19,2015,10,NYG,NWE,26,27
18,2015,10,GNB,DET,16,18
17,2015,10,DEN,KAN,13,29
16,2015,10,NYJ,BUF,17,22
22,2015,10,PIT,CLE,30,9
40,2015,11,BAL,STL,16,13
31,2015,11,ATL,IND,21,24
43,2015,11,NWE,BUF,20,13
42,2015,11,SEA,SFO,29,13
41,2015,11,SDG,KAN,3,33
39,2015,11,PHI,TAM,17,45
30,2015,11,JAX,TEN,19,13
37,2015,11,MIA,DAL,14,24
36,2015,11,HOU,NYJ,24,17
35,2015,11,DET,OAK,18,13
34,2015,11,ARI,CIN,34,31
33,2015,11,CHI,DEN,15,17
32,2015,11,CAR,WAS,44,16
38,2015,11,MIN,GNB,13,30
59,2015,12,CLE,BAL,27,33
57,2015,12,SFO,ARI,13,19
56,2015,12,SEA,PIT,39,30
55,2015,12,TEN,OAK,21,24
54,2015,12,NYJ,MIA,38,20
53,2015,12,KAN,BUF,30,22
58,2015,12,WAS,NYG,20,14
51,2015,12,HOU,NOR,24,6
44,2015,12,DAL,CAR,14,33
52,2015,12,JAX,SDG,25,31
45,2015,12,DET,PHI,45,14
46,2015,12,GNB,CHI,13,17
47,2015,12,ATL,MIN,10,20
48,2015,12,CIN,STL,31,7
50,2015,12,DEN,NWE,30,24
49,2015,12,IND,TAM,25,12
74,2015,13,TAM,ATL,23,19
73,2015,13,SDG,DEN,3,17
72,2015,13,STL,ARI,3,27
71,2015,13,OAK,KAN,20,34
70,2015,13,PIT,IND,45,10
69,2015,13,TEN,JAX,42,39
68,2015,13,NYG,NYJ,20,23
67,2015,13,NWE,PHI,28,35
66,2015,13,NOR,CAR,38,41
64,2015,13,MIA,BAL,15,13
63,2015,13,CLE,CIN,3,37
62,2015,13,CHI,SFO,20,26
61,2015,13,BUF,HOU,30,21
60,2015,13,DET,GNB,23,27
75,2015,13,WAS,DAL,16,19
65,2015,13,MIN,SEA,7,38
76,2015,14,ARI,MIN,23,20
78,2015,14,CHI,WAS,21,24
77,2015,14,CAR,ATL,38,0
91,2015,14,MIA,NYG,24,31
90,2015,14,TAM,NOR,17,24
89,2015,14,BAL,SEA,6,35
88,2015,14,STL,DET,21,14
87,2015,14,PHI,BUF,23,20
84,2015,14,JAX,IND,51,16
85,2015,14,KAN,SDG,10,3
83,2015,14,HOU,NWE,6,27
82,2015,14,GNB,DAL,28,7
81,2015,14,DEN,OAK,12,15
80,2015,14,CLE,SFO,24,10
86,2015,14,NYJ,TEN,30,8
79,2015,14,CIN,PIT,20,33
107,2015,15,NOR,DET,27,35
105,2015,15,SFO,CIN,14,24
104,2015,15,SEA,CLE,30,13
103,2015,15,SDG,MIA,30,14
101,2015,15,OAK,GNB,20,30
100,2015,15,PIT,DEN,34,27
106,2015,15,WAS,BUF,35,25
98,2015,15,NYG,CAR,35,38
99,2015,15,PHI,ARI,17,40
92,2015,15,STL,TAM,31,23
93,2015,15,DAL,NYJ,16,19
102,2015,15,BAL,KAN,14,34
95,2015,15,JAX,ATL,17,23
96,2015,15,MIN,CHI,38,17
97,2015,15,NWE,TEN,33,16
94,2015,15,IND,HOU,10,16
123,2015,16,DEN,CIN,20,17
122,2015,16,TAM,CHI,21,26
121,2015,16,SEA,STL,17,23
120,2015,16,BAL,PIT,20,17
119,2015,16,TEN,HOU,6,34
118,2015,16,NYJ,NWE,26,20
117,2015,16,NOR,JAX,38,27
115,2015,16,MIA,IND,12,18
114,2015,16,KAN,CLE,17,13
112,2015,16,ARI,GNB,38,8
111,2015,16,BUF,DAL,16,6
110,2015,16,ATL,CAR,20,13
109,2015,16,PHI,WAS,24,38
108,2015,16,OAK,SDG,23,20
116,2015,16,MIN,NYG,49,17
113,2015,16,DET,SFO,32,17
131,2015,17,ARI,SEA,6,36
124,2015,17,ATL,NOR,17,20
125,2015,17,BUF,NYJ,22,17
126,2015,17,CAR,TAM,38,10
128,2015,17,CIN,BAL,24,16
129,2015,17,CLE,PIT,12,28
139,2015,17,SFO,STL,19,16
138,2015,17,NYG,PHI,30,35
137,2015,17,MIA,NWE,20,10
136,2015,17,KAN,OAK,23,17
135,2015,17,HOU,JAX,30,6
134,2015,17,GNB,MIN,13,20
133,2015,17,DEN,SDG,27,20
132,2015,17,DAL,WAS,23,34
130,2015,17,IND,TEN,30,24
127,2015,17,CHI,DET,20,24
