,year,week,hometeam,awayteam,homescore,awayscore
238,2018,8,NYG,WAS,13,20
237,2018,8,MIN,NOR,20,30
230,2018,8,CAR,BAL,36,21
231,2018,8,CHI,NYJ,24,10
229,2018,8,HOU,MIA,42,23
243,2018,9,SFO,OAK,34,3
244,2018,9,BUF,CHI,9,41
245,2018,9,CAR,TAM,42,28
247,2018,9,DEN,HOU,17,19
248,2018,9,MIA,NYJ,13,6
249,2018,9,MIN,DET,24,9
250,2018,9,NOR,LAR,45,35
251,2018,9,NWE,GNB,31,17
252,2018,9,BAL,PIT,16,23
253,2018,9,SEA,LAC,17,25
246,2018,9,CLE,KAN,21,37
255,2018,9,DAL,TEN,14,28
254,2018,9,WAS,ATL,14,38
29,2018,10,SFO,NYG,23,27
28,2018,10,TAM,WAS,3,16
27,2018,10,LAR,SEA,36,31
26,2018,10,OAK,LAC,6,20
25,2018,10,PHI,DAL,20,27
23,2018,10,NYJ,BUF,10,41
24,2018,10,TEN,NWE,34,10
21,2018,10,GNB,MIA,31,12
20,2018,10,IND,JAX,29,26
19,2018,10,CLE,ATL,28,16
18,2018,10,CIN,NOR,14,51
17,2018,10,CHI,DET,34,22
16,2018,10,PIT,CAR,52,21
22,2018,10,KAN,ARI,26,14
39,2018,11,BAL,CIN,24,21
31,2018,11,ATL,DAL,19,22
42,2018,11,LAR,KAN,54,51
41,2018,11,WAS,HOU,21,23
40,2018,11,LAC,DEN,22,23
38,2018,11,NYG,TAM,38,35
30,2018,11,SEA,GNB,27,24
36,2018,11,JAX,PIT,16,20
35,2018,11,DET,CAR,20,19
34,2018,11,ARI,OAK,21,23
33,2018,11,IND,TEN,38,10
32,2018,11,CHI,MIN,25,20
37,2018,11,NOR,PHI,48,7
56,2018,12,TAM,SFO,27,9
55,2018,12,LAC,ARI,45,10
54,2018,12,BAL,OAK,34,17
53,2018,12,PHI,NYG,25,22
52,2018,12,NYJ,NWE,13,27
51,2018,12,MIN,GNB,24,17
57,2018,12,HOU,TEN,34,17
49,2018,12,IND,MIA,27,24
43,2018,12,DAL,WAS,31,23
50,2018,12,DEN,PIT,24,17
44,2018,12,DET,CHI,16,23
46,2018,12,BUF,JAX,24,21
48,2018,12,CIN,CLE,20,35
47,2018,12,CAR,SEA,27,30
45,2018,12,NOR,ATL,31,17
66,2018,13,NWE,MIN,24,10
73,2018,13,PHI,WAS,28,13
72,2018,13,TAM,CAR,24,17
71,2018,13,SEA,SFO,43,16
70,2018,13,OAK,KAN,33,40
69,2018,13,PIT,LAC,30,33
68,2018,13,TEN,NYJ,26,22
64,2018,13,JAX,IND,6,0
65,2018,13,MIA,BUF,21,17
63,2018,13,HOU,CLE,29,13
62,2018,13,GNB,ARI,17,20
61,2018,13,DET,LAR,16,30
60,2018,13,CIN,DEN,10,24
59,2018,13,ATL,BAL,16,26
58,2018,13,DAL,NOR,13,10
67,2018,13,NYG,CHI,30,27
74,2018,14,TEN,JAX,30,9
75,2018,14,BUF,NYJ,23,27
77,2018,14,CLE,CAR,26,20
76,2018,14,CHI,LAR,15,6
89,2018,14,SEA,MIN,21,7
88,2018,14,WAS,NYG,16,40
87,2018,14,TAM,NOR,14,28
86,2018,14,SFO,DEN,20,14
85,2018,14,LAC,CIN,26,21
83,2018,14,MIA,NWE,34,33
82,2018,14,KAN,BAL,27,24
81,2018,14,HOU,IND,21,24
80,2018,14,GNB,ATL,34,20
79,2018,14,DAL,PHI,29,23
84,2018,14,OAK,PIT,24,21
78,2018,14,ARI,DET,3,17
105,2018,15,CAR,NOR,9,12
103,2018,15,BAL,TAM,20,12
102,2018,15,LAR,PHI,23,30
101,2018,15,PIT,NWE,17,10
99,2018,15,MIN,MIA,41,17
98,2018,15,JAX,WAS,13,16
104,2018,15,SFO,SEA,26,23
96,2018,15,CIN,OAK,30,16
97,2018,15,IND,DAL,23,0
90,2018,15,KAN,LAC,28,29
91,2018,15,DEN,CLE,16,17
100,2018,15,NYG,TEN,0,17
93,2018,15,ATL,ARI,40,14
94,2018,15,BUF,DET,14,13
95,2018,15,CHI,GNB,24,17
92,2018,15,NYJ,HOU,22,29
121,2018,16,OAK,DEN,27,14
120,2018,16,SFO,CHI,9,14
119,2018,16,SEA,KAN,38,31
118,2018,16,PHI,HOU,32,30
117,2018,16,NYJ,GNB,38,44
116,2018,16,NWE,BUF,24,12
115,2018,16,NOR,PIT,31,28
113,2018,16,DET,MIN,9,27
112,2018,16,DAL,TAM,27,20
110,2018,16,IND,NYG,28,27
109,2018,16,CLE,CIN,26,18
108,2018,16,CAR,ATL,10,24
107,2018,16,LAC,BAL,10,22
106,2018,16,TEN,WAS,25,16
114,2018,16,MIA,JAX,7,17
111,2018,16,ARI,LAR,9,31
133,2018,17,LAR,SFO,48,32
122,2018,17,BUF,MIA,42,17
123,2018,17,DEN,LAC,9,23
124,2018,17,GNB,DET,0,31
125,2018,17,HOU,JAX,20,3
126,2018,17,KAN,OAK,35,3
128,2018,17,NOR,CAR,14,33
129,2018,17,NWE,NYJ,38,3
130,2018,17,NYG,DAL,35,36
131,2018,17,TEN,IND,17,33
137,2018,17,WAS,PHI,0,24
136,2018,17,TAM,ATL,32,34
135,2018,17,SEA,ARI,27,24
134,2018,17,BAL,CLE,26,24
132,2018,17,PIT,CIN,16,13
127,2018,17,MIN,CHI,10,24
