,year,week,hometeam,awayteam,homescore,awayscore
219,2016,7,DET,WAS,20,17
218,2016,7,ARI,SEA,6,6
217,2016,7,CIN,CLE,31,17
216,2016,7,ATL,SDG,30,33
215,2016,7,GNB,CHI,26,10
221,2016,7,KAN,NOR,27,21
242,2016,8,CHI,MIN,20,10
241,2016,8,TAM,OAK,24,30
236,2016,8,IND,KAN,14,30
235,2016,8,CLE,NYJ,28,31
234,2016,8,CIN,WAS,27,27
240,2016,8,NOR,SEA,25,20
232,2016,8,BUF,NWE,25,41
233,2016,8,CAR,ARI,30,20
239,2016,8,HOU,DET,20,13
237,2016,8,DAL,PHI,29,23
230,2016,8,TEN,JAX,36,22
231,2016,8,ATL,GNB,33,32
238,2016,8,DEN,SDG,27,19
243,2016,9,TAM,ATL,28,43
244,2016,9,CLE,DAL,10,35
245,2016,9,GNB,IND,26,31
247,2016,9,MIA,NYJ,27,23
248,2016,9,MIN,DET,16,22
249,2016,9,NYG,PHI,28,23
250,2016,9,OAK,DEN,30,20
251,2016,9,LAR,CAR,10,13
252,2016,9,BAL,PIT,21,14
253,2016,9,SDG,TEN,43,35
246,2016,9,KAN,JAX,19,14
255,2016,9,SEA,BUF,31,25
254,2016,9,SFO,NOR,23,41
28,2016,10,WAS,MIN,26,20
27,2016,10,TAM,CHI,36,10
26,2016,10,SDG,MIA,24,31
25,2016,10,PIT,DAL,30,35
24,2016,10,PHI,ATL,24,15
23,2016,10,TEN,GNB,47,25
29,2016,10,NYG,CIN,21,20
21,2016,10,NWE,SEA,24,31
20,2016,10,NOR,DEN,23,25
19,2016,10,JAX,HOU,21,24
18,2016,10,ARI,SFO,23,20
17,2016,10,CAR,KAN,17,20
16,2016,10,BAL,CLE,28,7
22,2016,10,NYJ,LAR,6,9
40,2016,11,SEA,PHI,26,15
31,2016,11,CIN,BUF,12,16
43,2016,11,OAK,HOU,27,20
42,2016,11,WAS,GNB,42,24
41,2016,11,SFO,NWE,17,30
39,2016,11,LAR,MIA,10,14
30,2016,11,CAR,NOR,23,20
37,2016,11,MIN,ARI,30,24
36,2016,11,KAN,TAM,17,19
35,2016,11,DET,JAX,26,19
34,2016,11,DAL,BAL,27,17
33,2016,11,IND,TEN,24,17
32,2016,11,CLE,PIT,9,24
38,2016,11,NYG,CHI,22,16
59,2016,12,PHI,GNB,13,27
57,2016,12,BAL,CIN,19,14
56,2016,12,OAK,CAR,35,32
55,2016,12,NYJ,NWE,17,22
54,2016,12,NOR,LAR,49,21
53,2016,12,MIA,SFO,31,24
58,2016,12,TAM,SEA,14,5
51,2016,12,DEN,KAN,27,30
44,2016,12,IND,PIT,7,28
52,2016,12,HOU,SDG,13,21
45,2016,12,DAL,WAS,31,26
46,2016,12,DET,MIN,16,13
47,2016,12,ATL,ARI,38,19
48,2016,12,BUF,JAX,28,21
49,2016,12,CHI,TEN,21,27
50,2016,12,CLE,NYG,13,27
74,2016,13,NYJ,IND,10,41
73,2016,13,SEA,CAR,40,7
72,2016,13,SDG,TAM,21,28
71,2016,13,BAL,MIA,38,6
70,2016,13,OAK,BUF,38,24
69,2016,13,PIT,NYG,24,14
68,2016,13,NWE,LAR,26,10
67,2016,13,NOR,DET,13,28
66,2016,13,JAX,DEN,10,20
64,2016,13,ARI,WAS,31,23
63,2016,13,CIN,PHI,32,14
62,2016,13,CHI,SFO,26,6
61,2016,13,ATL,KAN,28,29
60,2016,13,MIN,DAL,15,17
65,2016,13,GNB,HOU,21,13
75,2016,14,KAN,OAK,21,13
76,2016,14,BUF,PIT,20,27
78,2016,14,CLE,CIN,10,23
77,2016,14,CAR,SDG,28,16
90,2016,14,NWE,BAL,30,23
89,2016,14,TAM,NOR,16,11
88,2016,14,SFO,NYJ,17,23
87,2016,14,LAR,ATL,14,42
86,2016,14,PHI,WAS,22,27
84,2016,14,NYG,DAL,10,7
83,2016,14,MIA,ARI,26,23
82,2016,14,JAX,MIN,16,25
81,2016,14,GNB,SEA,38,10
80,2016,14,DET,CHI,20,17
85,2016,14,TEN,DEN,13,10
79,2016,14,IND,HOU,17,22
106,2016,15,WAS,CAR,15,26
104,2016,15,BAL,PHI,27,26
103,2016,15,NYG,DET,17,6
102,2016,15,MIN,IND,6,34
100,2016,15,HOU,JAX,21,20
99,2016,15,DEN,NWE,3,16
105,2016,15,SDG,OAK,16,19
97,2016,15,ARI,NOR,41,48
98,2016,15,DAL,TAM,26,20
91,2016,15,SEA,LAR,24,3
92,2016,15,NYJ,MIA,13,34
101,2016,15,KAN,TEN,17,19
94,2016,15,BUF,CLE,33,13
95,2016,15,CHI,GNB,27,30
96,2016,15,CIN,PIT,20,24
93,2016,15,ATL,SFO,41,13
122,2016,16,DAL,DET,42,21
121,2016,16,PIT,BAL,31,27
120,2016,16,KAN,DEN,33,10
119,2016,16,SEA,ARI,31,34
118,2016,16,LAR,SFO,21,22
117,2016,16,OAK,IND,33,25
116,2016,16,NWE,NYJ,41,3
114,2016,16,JAX,TEN,38,17
113,2016,16,HOU,CIN,12,10
111,2016,16,CLE,SDG,20,17
110,2016,16,CHI,WAS,21,41
109,2016,16,CAR,ATL,16,33
108,2016,16,BUF,MIA,31,34
107,2016,16,PHI,NYG,24,19
115,2016,16,NOR,TAM,31,24
112,2016,16,GNB,MIN,38,25
132,2016,17,PHI,DAL,27,13
123,2016,17,ATL,NOR,38,32
124,2016,17,CIN,BAL,27,10
125,2016,17,IND,JAX,24,20
126,2016,17,DEN,OAK,24,6
128,2016,17,MIA,NWE,14,35
129,2016,17,MIN,CHI,38,10
130,2016,17,NYJ,BUF,30,10
138,2016,17,WAS,NYG,10,19
137,2016,17,TAM,CAR,17,16
136,2016,17,SFO,SEA,23,25
135,2016,17,SDG,KAN,27,37
134,2016,17,LAR,ARI,6,44
133,2016,17,PIT,CLE,27,24
131,2016,17,TEN,HOU,24,17
127,2016,17,DET,GNB,24,31
