,year,week,hometeam,awayteam,homescore,awayscore
206,2013,6,KAN,OAK,24,7
205,2013,6,HOU,STL,13,38
203,2013,6,DAL,WAS,31,16
202,2013,6,CLE,DET,17,31
207,2013,6,MIN,CAR,10,35
223,2013,7,MIA,BUF,21,23
228,2013,7,WAS,CHI,45,41
229,2013,7,NYG,MIN,23,7
227,2013,7,PIT,BAL,19,16
225,2013,7,TEN,SFO,17,31
224,2013,7,NYJ,NWE,30,27
222,2013,7,KAN,HOU,17,16
226,2013,7,PHI,DAL,3,17
220,2013,7,GNB,CLE,31,13
219,2013,7,DET,CIN,24,27
218,2013,7,IND,DEN,39,33
217,2013,7,CAR,STL,30,15
216,2013,7,ATL,TAM,31,23
215,2013,7,ARI,SEA,22,34
221,2013,7,JAX,SDG,6,24
242,2013,8,STL,SEA,9,14
241,2013,8,OAK,PIT,21,18
236,2013,8,KAN,CLE,23,17
235,2013,8,JAX,SFO,10,42
234,2013,8,DET,DAL,31,30
240,2013,8,PHI,NYG,7,15
232,2013,8,ARI,ATL,27,13
233,2013,8,DEN,WAS,45,21
239,2013,8,NWE,MIA,27,17
237,2013,8,MIN,GNB,31,44
230,2013,8,TAM,CAR,13,31
231,2013,8,CIN,NYJ,49,9
238,2013,8,NOR,BUF,35,17
243,2013,9,MIA,CIN,22,20
244,2013,9,BUF,KAN,13,23
245,2013,9,CAR,ATL,34,10
247,2013,9,DAL,MIN,27,23
248,2013,9,HOU,IND,24,27
249,2013,9,NWE,PIT,55,31
250,2013,9,NYJ,NOR,26,20
251,2013,9,OAK,PHI,20,49
252,2013,9,STL,TEN,21,28
253,2013,9,SEA,TAM,27,24
246,2013,9,CLE,BAL,24,18
255,2013,9,GNB,CHI,20,27
254,2013,9,WAS,SDG,30,24
28,2013,10,SFO,CAR,9,10
27,2013,10,SDG,DEN,20,28
26,2013,10,BAL,CIN,20,17
25,2013,10,PIT,BUF,23,10
24,2013,10,TEN,JAX,27,29
23,2013,10,NYG,OAK,24,20
29,2013,10,TAM,MIA,22,19
21,2013,10,GNB,PHI,13,27
20,2013,10,ARI,HOU,27,24
19,2013,10,IND,STL,8,38
18,2013,10,CHI,DET,19,21
17,2013,10,ATL,SEA,10,33
16,2013,10,MIN,WAS,34,27
22,2013,10,NOR,DAL,49,17
40,2013,11,PHI,WAS,24,16
31,2013,11,BUF,NYJ,37,14
44,2013,11,CAR,NWE,24,20
43,2013,11,TAM,ATL,41,28
42,2013,11,SEA,MIN,41,20
41,2013,11,PIT,DET,37,27
39,2013,11,NYG,GNB,27,13
30,2013,11,TEN,IND,27,30
37,2013,11,MIA,SDG,20,16
36,2013,11,JAX,ARI,14,27
35,2013,11,HOU,OAK,23,28
34,2013,11,DEN,KAN,27,17
33,2013,11,CIN,CLE,41,20
32,2013,11,CHI,BAL,23,20
38,2013,11,NOR,SFO,23,20
57,2013,12,BAL,NYJ,19,3
56,2013,12,STL,CHI,42,21
55,2013,12,OAK,TEN,19,23
54,2013,12,NYG,DAL,21,24
53,2013,12,NWE,DEN,34,31
58,2013,12,WAS,SFO,6,27
51,2013,12,KAN,SDG,38,41
45,2013,12,ATL,NOR,13,17
52,2013,12,MIA,CAR,16,20
46,2013,12,CLE,PIT,11,27
47,2013,12,ARI,IND,40,11
48,2013,12,DET,TAM,21,24
50,2013,12,HOU,JAX,6,13
49,2013,12,GNB,MIN,26,26
74,2013,13,SEA,NOR,34,7
73,2013,13,WAS,NYG,17,24
72,2013,13,SFO,STL,23,13
71,2013,13,SDG,CIN,10,17
70,2013,13,PHI,ARI,24,21
69,2013,13,NYJ,MIA,3,23
68,2013,13,MIN,CHI,23,20
67,2013,13,KAN,DEN,28,35
66,2013,13,HOU,NWE,31,34
64,2013,13,CLE,JAX,28,32
63,2013,13,CAR,TAM,27,6
62,2013,13,BUF,ATL,31,34
61,2013,13,BAL,PIT,22,20
60,2013,13,DET,GNB,40,10
59,2013,13,DAL,OAK,31,24
65,2013,13,IND,TEN,22,14
75,2013,14,JAX,HOU,27,20
76,2013,14,CIN,IND,42,28
78,2013,14,DEN,TEN,51,28
77,2013,14,ARI,STL,30,10
90,2013,14,CHI,DAL,45,28
89,2013,14,WAS,KAN,10,45
88,2013,14,TAM,BUF,27,6
87,2013,14,SFO,SEA,19,17
86,2013,14,SDG,NYG,37,14
84,2013,14,PIT,MIA,28,34
83,2013,14,PHI,DET,34,20
82,2013,14,NYJ,OAK,37,27
81,2013,14,NWE,CLE,27,26
80,2013,14,NOR,CAR,31,13
85,2013,14,BAL,MIN,29,26
79,2013,14,GNB,ATL,22,21
106,2013,15,DET,BAL,16,18
104,2013,15,STL,NOR,27,16
103,2013,15,OAK,KAN,31,56
102,2013,15,PIT,CIN,30,20
100,2013,15,NYG,SEA,0,23
99,2013,15,MIN,PHI,48,30
105,2013,15,TAM,SFO,14,33
97,2013,15,JAX,BUF,20,27
98,2013,15,MIA,NWE,24,20
91,2013,15,DEN,SDG,20,27
92,2013,15,ATL,WAS,27,26
101,2013,15,TEN,ARI,34,37
94,2013,15,CLE,CHI,31,38
95,2013,15,IND,HOU,25,3
96,2013,15,DAL,GNB,36,37
93,2013,15,CAR,NYJ,30,20
122,2013,16,SFO,ATL,34,24
121,2013,16,WAS,DAL,23,24
120,2013,16,SEA,ARI,10,17
119,2013,16,SDG,OAK,26,13
118,2013,16,BAL,NWE,7,41
117,2013,16,STL,TAM,23,13
116,2013,16,PHI,CHI,54,11
114,2013,16,KAN,IND,7,23
113,2013,16,JAX,TEN,16,20
111,2013,16,GNB,PIT,31,38
110,2013,16,DET,NYG,20,23
109,2013,16,CIN,MIN,42,14
108,2013,16,CAR,NOR,17,13
107,2013,16,BUF,MIA,19,0
115,2013,16,NYJ,CLE,24,13
112,2013,16,HOU,DEN,13,37
132,2013,17,NWE,BUF,34,20
123,2013,17,ATL,CAR,20,21
124,2013,17,CHI,GNB,28,33
125,2013,17,CIN,BAL,34,17
126,2013,17,IND,JAX,30,10
128,2013,17,DAL,PHI,22,24
129,2013,17,MIA,NYJ,7,20
130,2013,17,MIN,DET,14,13
138,2013,17,SEA,STL,27,9
137,2013,17,SDG,KAN,27,24
136,2013,17,OAK,DEN,14,34
135,2013,17,PIT,CLE,20,7
134,2013,17,TEN,HOU,16,10
133,2013,17,NYG,WAS,20,6
131,2013,17,NOR,TAM,42,17
127,2013,17,ARI,SFO,20,23
